Dr, RA, DA, spiral_weighted, loose_plus_medium, arms_tight, arms_medium, arms_loose, irregular 
0,151.716049,30.544546,0.86,0.811,0.189,0.757,0.054,0.167
0,239.929901,15.595623,0.894291,0.941,0.059,0.882,0.059,0
0,198.399521,5.818459,0.7176,0.738,0.262,0.694,0.044,0
0,126.243424,33.697708,0.92026,0.76,0.239,0.717,0.043,0
0,179.563538,6.862634,0.73688,0.679,0.321,0.643,0.036,0
0,149.084656,44.872692,0.9,0.741,0.259,0.704,0.037,0.143
0,234.48114,27.825468,0.857648,0.7,0.3,0.667,0.033,0
0,120.320259,15.458853,0.926213,0.846,0.154,0.808,0.038,0.25
0,226.108978,41.795906,0.752321,0.793,0.207,0.759,0.034,0
0,128.841904,58.592247,0.941408,0.676,0.324,0.649,0.027,0
0,195.739929,51.318539,0.921154,0.75,0.25,0.722,0.028,0
0,142.341125,17.26952,0.840172,0.784,0.216,0.757,0.027,0
0,252.668167,38.178192,0.831599,0.775,0.225,0.75,0.025,0
0,129.808746,19.481997,0.946002,0.674,0.326,0.655,0.019,0.25
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
