Dr, RA, DA, spiral_weighted, loose_plus_medium, arms_tight, arms_medium, arms_loose, irregular 
0,134.847092,53.59864,0.85256,0.931,0.069,0.69,0.241,0.077
0,19.845402,-0.119411,0.947,0.931,0.069,0.517,0.414,0
0,179.632889,1.131924,0.967,0.932,0.068,0.795,0.137,0
0,150.416138,14.372293,0.95,0.933,0.067,0.489,0.444,0
0,155.17366,28.70121,0.978,0.934,0.067,0.578,0.356,0
0,183.4926,59.415077,0.860036,0.935,0.065,0.516,0.419,0.117
0,184.206055,2.6111,0.938961,0.936,0.065,0.71,0.226,0
0,128.356781,54.559082,0.969,0.938,0.063,0.624,0.314,0
0,186.27652,7.401663,0.939986,0.938,0.062,0.438,0.5,0.25
0,158.361099,11.833808,0.908208,0.939,0.061,0.848,0.091,0.13
0,227.770264,17.734776,0.825125,0.939,0.061,0.394,0.545,0.176
0,154.74971,55.85281,0.82535,0.94,0.061,0.758,0.182,0.286
0,141.414169,13.406045,0.770764,0.941,0.059,0.412,0.529,0
0,198.811188,21.275024,0.918566,0.941,0.059,0.441,0.5,0.2
0,312.230835,-1.085541,0.896184,0.943,0.058,0.521,0.422,0.259
0,120.790871,20.437729,0.706691,0.943,0.057,0.486,0.457,0
0,148.42279,34.758514,0.973,0.944,0.056,0.583,0.361,0
0,225.345764,41.910175,0.878131,0.945,0.056,0.167,0.778,0
0,243.566238,39.948971,1,0.946,0.054,0.162,0.784,0.077
0,201.17038,49.669769,0.94965,0.946,0.054,0.541,0.405,0.111
0,141.91304,7.079677,0.982,0.947,0.054,0.411,0.536,0
0,219.140656,5.775617,0.704344,0.947,0.053,0.526,0.421,0.167
0,178.836044,-2.141438,0.975,0.948,0.051,0.769,0.179,0
0,181.376556,10.720517,0.951,0.949,0.051,0.513,0.436,0.182
0,250.883011,24.327667,0.928176,0.95,0.05,0.525,0.425,0.25
0,240.052933,33.888126,0.953,0.95,0.049,0.654,0.296,0.25
0,215.706833,20.162138,0.909632,0.952,0.049,0.293,0.659,0.083
0,132.3078,54.864822,0.913935,0.952,0.048,0.333,0.619,0.25
0,226.197967,35.366627,0.934485,0.953,0.047,0.465,0.488,0.12
0,227.725418,8.417808,0.935946,0.954,0.045,0.227,0.727,0
0,188.876465,30.077421,1,0.955,0.045,0.114,0.841,0
0,216.316116,48.961861,0.717998,0.957,0.043,0.261,0.696,0.25
0,121.147453,43.649742,0.921043,0.958,0.043,0.511,0.447,0.077
0,209.403946,3.233189,1,0.959,0.042,0.542,0.417,0
0,197.21167,28.886253,0.995004,0.96,0.04,0.52,0.44,0.009
0,120.087433,26.613525,0.94276,0.96,0.04,0.72,0.24,0
0,160.997742,-0.469002,0.745669,0.961,0.038,0.115,0.846,0.167
0,178.892639,-1.354528,0.703189,0.962,0.038,0.154,0.808,0.081
0,160.949905,15.895149,0.730059,0.963,0.037,0.444,0.519,0.188
0,165.800171,6.219347,0.800715,0.964,0.036,0.5,0.464,0.143
0,231.018951,5.135971,0.675444,0.964,0.036,0.643,0.321,0.167
0,224.506195,9.056623,0.828719,0.965,0.034,0.655,0.31,0.143
0,156.039459,1.776746,0.738743,0.966,0.034,0.207,0.759,0.048
0,48.942589,-1.16884,0.921159,0.967,0.033,0.4,0.567,0.278
0,184.57579,-3.686052,0.93993,0.967,0.032,0.548,0.419,0
0,228.417465,0.160417,0.838185,0.968,0.032,0.323,0.645,0.2
0,197.718201,2.298753,0.910888,0.969,0.031,0.315,0.654,0
0,128.216049,23.141502,0.78273,0.969,0.031,0.5,0.469,0.184
0,238.746338,42.105362,0.943,0.969,0.03,0.848,0.121,0.2
0,235.744492,11.229611,0.93357,0.97,0.03,0.03,0.94,0.294
0,223.256577,19.080589,0.908891,0.97,0.03,0.152,0.818,0.245
0,184.323502,35.988743,0.916624,0.971,0.029,0.353,0.618,0.182
0,221.04364,47.120342,0.813365,0.971,0.029,0.114,0.857,0.059
